Kolera (cholera)|A00
artrose i kneledd|M17.9
gonarthrosis|M17.9
gonartrose|M17.9
kneartrose|M17.9
kneleddsartrose|M17.9
Artrose i første karpometakarpalledd|M18
Primær artrose i første karpometakarpalledd, bilateral|M18.0
dobbeltsidig|M18.0
Primær artrose i første karpometakarpalledd, uten opplysning om bilateral manifestasjon|M18.1
dobbeltsidig|M18.1
Posttraumatisk artrose i første karpometakarpalledd, bilateral|M18.2
dobbeltsidig|M18.2
Posttraumatisk artrose i første karpometakarpalledd, uten opplysning om bilateral manifestasjon|M18.3
dobbeltsidig|M18.3
Annen sekundær artrose i første karpometakarpalledd, bilateral|M18.4
dobbeltsidig|M18.4
Annen sekundær artrose i første karpometakarpalledd, uten opplysning om bilateral manifestasjon|M18.5
dobbeltsidig|M18.5
Uspesifisert artrose i første karpometakarpalledd|M18.9
Annen artrose|M19
arthrosis mtp hallucis|M19
Primær artrose i andre ledd|M19.0
Posttraumatisk artrose i andre ledd|M19.1
Andre sekundære artroser|M19.2
Annen spesifisert artrose|M19.8
Uspesifisert artrose|M19.9
Ervervede deformiteter i fingre og tær|M20
Andre leddlidelser|M20-M25
Fingerdeformitet|M20.0
Hallux valgus (ervervet)|M20.1
Stiv stortå (hallux rigidus)|M20.2
Annen stortådeformitet (ervervet)|M20.3
Annen hammertå (ervervet)|M20.4
Andre tådeformiteter (ervervede)|M20.5
Uspesifisert ervervet tådeformitet|M20.6
Andre ervervede deformiteter i ekstremiteter|M21
Valgusdeformitet, ikke klassifisert annet sted|M21.0
Varusdeformitet, ikke klassifisert annet sted|M21.1
Fleksjonsdeformitet|M21.2
bøyningsdeformitet|M21.2
Hengehånd eller hengefot (ervervet)|M21.3
Plattfot (pes planus) (ervervet)|M21.4
pes planus|M21.4
Ervervet klohånd, klumphånd (talipomanus), klofot og klumpfot (pes equinovarus)|M21.5
fettsvulst|M21.5
talipomanus|M21.5
Andre ervervede deformiteter i ankel og fot|M21.6
Ulik lengde på ekstremiteter (ervervet)|M21.7
Andre spesifiserte ervervede deformiteter i ekstremiteter|M21.8
Uspesifisert ervervet deformitet i ekstremitet|M21.9
Lidelser relatert til kneskål|M22
Residiverende dislokasjon av kneskål|M22.0
luksasjon|M22.0
subluksasjon|M22.0
Residiverende subluksasjon av kneskål|M22.1
Patellofemorale lidelser|M22.2
Annen mistilpasning av kneskål|M22.3
Kondromalasi i kneskål|M22.4
Andre spesifiserte lidelser relatert til kneskål|M22.8
patellar apofysitit|M22.8
Uspesifisert lidelse relatert til kneskål|M22.9
Kneleddlidelser|M23
Cystisk menisk|M23.0
Diskoid menisk (medfødt)|M23.1
congenitt|M23.1
kongenitt|M23.1
Menisklidelse som skyldes gammel ruptur eller skade|M23.2
Andre menisklidelser|M23.3
Fritt legeme i kne|M23.4
Kronisk instabilitet i kne|M23.5
Annen spontan brist i kneligament|M23.6
leddbånd|M23.6
Andre spesifiserte kneleddlidelser|M23.8
Uspesifisert kneleddlidelse|M23.9
Annen spesifisert uorden i ledd|M24
Fritt legeme i ledd|M24.0
Andre lidelser i leddbrusk|M24.1
Ligamentlidelse|M24.2
leddbånd|M24.2
Patologisk dislokasjon og subluksasjon av ledd, ikke klassifisert annet sted|M24.3
luksasjon|M24.3
subluksasjon|M24.3
Residiverende dislokasjon og subluksasjon av ledd|M24.4
luksasjon|M24.4
subluksasjon|M24.4
Kontraktur i ledd|M24.5
Ankylose i ledd|M24.6
Protrusio acetabuli|M24.7
Annen spesifisert uorden i ledd, ikke klassifisert annet sted|M24.8
Uspesifisert uorden i ledd|M24.9
Andre leddtilstander, ikke klassifisert annet sted|M25
Hemartrose|M25.0
Fistel til ledd|M25.1
Ledd med unormal bevegelighet|M25.2
førlighet|M25.2
Annen instabilitet i ledd|M25.3
Væskeansamling (hydrops) i ledd|M25.4
Leddsmerte|M25.5
artralgi|M25.5
Stivhet i ledd, ikke klassifisert annet sted|M25.6
Osteofytt|M25.7
Andre spesifiserte leddtilstander|M25.8
Uspesifisert leddtilstand|M25.9
Polyarteritis nodosa og beslektede tilstander|M30
Systemiske bindevevssykdommer|M30-M36
Polyarteritis nodosa|M30.0
periarteritis nodosa|M30.0
polyarteritis nodosa|M30.0
polyarteritt nodosa|M30.0
Polyarteritt med lungeaffeksjon [Churg-Strauss&#39; sykdom]|M30.1
arteritis|M30.1
Juvenil polyarteritt|M30.2
arteritis|M30.2
Mukokutant lymfeknutesyndrom [Kawasakis sykdom]|M30.3
glandel|M30.3
Andre tilstander beslektet med polyarteritis nodosa|M30.8
Andre nekrotiserende vaskulitter|M31
vasculitt|M31
Hypersensitivitetsangiitt|M31.0
goodpastures syndrom|M31.0
Trombotisk trombocytopen purpura|M31.1
trombotisk mikroangiopati|M31.1
trombotisk trombocytopen purpura|M31.1
ttp|M31.1
Letalt midtlinjegranulom|M31.2
Wegeners granulomatose|M31.3
morbus wegener|M31.3
nekrotiserende luftveisgranulomatose|M31.3
wegeners granulomatose|M31.3
Aortabuesyndrom [Takayasus sykdom]|M31.4
aortabuesyndrom|M31.4
takayasus sykdom|M31.4
Kjempecellearteritt med polymyalgia rheumatica|M31.5
arteritis|M31.5
kjempecellearteritt med polymyalgia rheumatica|M31.5
myoser|M31.5
Annen kjempecellearteritt|M31.6
arteritis|M31.6
arteritis temporalis|M31.6
at|M31.6
kjempecellearteritt|M31.6
temporalarteritt|M31.6
temporalisarteritt|M31.6
Mikroskopisk polyangiitt|M31.7
Andre spesifiserte nekrotiserende vaskulitter|M31.8
nekrotiserende vaskulitt|M31.8
systemisk vaskulitt|M31.8
vasculitt|M31.8
Uspesifisert nekrotiserende vaskulitt|M31.9
vasculitt|M31.9
Systemisk lupus erythematosus [SLE]|M32
le|M32
led|M32
sle|M32
Legemiddelutløst systemisk lupus erythematosus|M32.0
medikament|M32.0
Systemisk lupus erythematosus med affeksjon av nærmere bestemt organ eller system|M32.1†
libman-sacks endokarditt|M32.1†
verrukøs endokarditt|M32.1†
Andre spesifiserte former for systemisk lupus erythematosus|M32.8
Uspesifisert systemisk lupus erythematosus|M32.9
led|M32.9
lupus erythematosus disseminatus|M32.9
sle|M32.9
systemisk lupus erythematosus|M32.9
Dermatopolymyositt|M33
muskelbetennelse|M33
Juvenil dermatomyositt|M33.0
muskelbetennelse|M33.0
pns|M33.0
Annen dermatomyositt|M33.1
dermatomyositt|M33.1
muskelbetennelse|M33.1
pns|M33.1
Polymyositt|M33.2
muskelbetennelse|M33.2
polymyositt|M33.2
Uspesifisert dermatopolymyositt|M33.9
muskelbetennelse|M33.9
Systemisk sklerose (sclerosis systemica)|M34
sclerose|M34
sclerosis|M34
Progressiv systemisk sklerose|M34.0
progressiv systemisk sklerose|M34.0
sclerose|M34.0
sclerosis|M34.0
CR[E]ST-syndrom|M34.1
crest-syndrom|M34.1
krøst-syndrom|M34.1
Systemisk sklerose  utløst av legemidler og kjemikalier|M34.2
sclerose|M34.2
sclerosis|M34.2
Andre spesifiserte former for systemisk sklerose|M34.8
sclerose|M34.8
sclerosis|M34.8
sklerodermi|M34.8
sklerodermi med lungeaffeksjon|M34.8
Uspesifisert systemisk sklerose|M34.9
sclerose|M34.9
sclerosis|M34.9
sklerodermi|M34.9
systemisk sklerose|M34.9
Annen systemisk affeksjon av bindevev|M35
Sicca-syndrom [Sjögrens syndrom]|M35.0
grein|M35.0
sicca-syndrom|M35.0
sjögrens syndrom|M35.0
sjøgrens syndrom|M35.0
tørrhetssyndrom|M35.0
Tilstander med elementer fra forskjellige syndromer|M35.1
mctd|M35.1
mixed connective tissue disease|M35.1
Behçets sykdom|M35.2
Polymyalgia rheumatica|M35.3
myoser|M35.3
pmr|M35.3
polymyalgi|M35.3
polymyalgia revmatika|M35.3
polymyalgia rheumatica|M35.3
revmatisk polymyalgi|M35.3
Diffus (eosinofil) fasciitt|M35.4
Multifokal fibrosklerose|M35.5
sclerose|M35.5
sclerosis|M35.5
Residiverende pannikulitt [Weber-Christian]|M35.6
panniculitt|M35.6
Hypermobilitetssyndrom|M35.7
Annen spesifisert systemisk affeksjon av bindevev|M35.8
Uspesifisert systemisk affeksjon av bindevev|M35.9
autoimmun vaskulittsykdom|M35.9
bindevevssykdom|M35.9
collagenose|M35.9
inflammatorisk systemsykdom|M35.9
kollagenose|M35.9
systemisk bindevevssykdom|M35.9
Systemiske bindevevssykdommer ved sykdommer klassifisert annet sted|M36 *
Dermato(poly)myositt ved neoplastisk sykdom (paraneoplastisk) (C00-D48†)|M36.0 *
muskelbetennelse|M36.0 *
Leddlidelse ved neoplastisk sykdom (C00-D48†)|M36.1 *
Hemofil leddlidelse (D66-D68†)|M36.2 *
autoimmon reaksjon mot fakor viii|M36.2 *
faktor viii mangel|M36.2 *
hemofili a|M36.2 *
Leddlidelse ved andre blodforstyrrelser (D50-D76†)|M36.3 *
Leddlidelse ved hypersensitivitetsreaksjon klassifisert annet sted|M36.4 *
Systemisk bindevevssykdom ved andre sykdommer klassifisert annet sted|M36.8 *
Kyfose og lordose (kyphosis et lordosis)|M40
kyphosis|M40
lordosis|M40
Deformerende rygglidelser|M40-M43
dorsopati|M40-M43
Postural kyfose|M40.0
kyphosis|M40.0
Annen sekundær kyfose|M40.1
kyphosis|M40.1
Annen og uspesifisert kyfose|M40.2
kyphosis|M40.2
Rettrygg-syndrom|M40.3
Annen spesifisert lordose|M40.4
lordosis|M40.4
Uspesifisert lordose|M40.5
lordosis|M40.5
Skoliose (scoliosis)|M41
scoliosis|M41
skjev rygg|M41
Infantil idiopatisk skoliose|M41.0
scoliosis|M41.0
skjev rygg|M41.0
Juvenil idiopatisk skoliose|M41.1
scoliosis|M41.1
skjev rygg|M41.1
Annen idiopatisk skoliose|M41.2
scoliosis|M41.2
skjev rygg|M41.2
Torakogen skoliose|M41.3
scoliosis|M41.3
skjev rygg|M41.3
Nevromuskulær skoliose|M41.4
neurinoma|M41.4
neuro|M41.4
scoliosis|M41.4
skjev rygg|M41.4
Annen sekundær skoliose|M41.5
scoliosis|M41.5
skjev rygg|M41.5
Andre spesifiserte former for skoliose|M41.8
scoliosis|M41.8
skjev rygg|M41.8
Uspesifisert skoliose|M41.9
scoliosis|M41.9
skjev rygg|M41.9
Spinal osteokondrose (osteochondrosis spinalis)|M42
Juvenil osteokondrose i ryggsøyle|M42.0
Osteokondrose i ryggsøyle hos voksne|M42.1
Uspesifisert spinal osteokondrose|M42.9
Andre deformerende rygglidelser|M43
dorsopati|M43
Spondylolyse|M43.0
Spondylolistese|M43.1
Annen sammenvoksing i ryggsøyle|M43.2
Residiverende atlantoaxial subluksasjon med myelopati|M43.3
Annen residiverende atlantoaxial subluksasjon|M43.4
Annen residiverende subluksasjon av virvel|M43.5
Torticollis|M43.6
Andre spesifiserte deformerende rygglidelser|M43.8
dorsopati|M43.8
Uspesifisert deformerende rygglidelse|M43.9
dorsopati|M43.9
Ankyloserende spondylitt|M45
ankyloserende spondylitt|M45
bechterew|M45
bechterews sykdom|M45
beckterews|M45
mb bechterew|M45
morbus bechterew|M45
Lidelser i ryggsøylen (columna vertebralis)|M45-M49
Andre inflammatoriske lidelser i ryggsøylen (columna vertebralis)|M46
Spinal entesopati|M46.0
enthesopathia|M46.0
Sakroiliitt, ikke klassifisert annet sted|M46.1
Osteomyelitt i virvel|M46.2
beninfeksjon|M46.2
benmargsbetennelse|M46.2
myelitis|M46.2
osteomyelitis|M46.2
ryggmargsbetennelse|M46.2
Infeksjon i mellomvirvelskive (pyogen)|M46.3
Uspesifisert inflammasjon i mellomvirvelskive|M46.4
Andre infeksiøse lidelser i ryggsøylen|M46.5
Andre spesifiserte inflammatoriske lidelser i ryggsøylen|M46.8
Uspesifisert inflammatorisk lidelse i ryggsøylen|M46.9
Spondylose (spondylosis)|M47
spondylosis|M47
Syndromer som skyldes kompresjon av arteria spinalis anterior og arteria vertebralis(G99.2*)|M47.0†
halsvirvelarterie|M47.0†
Annen spondylose med myelopati|M47.1
spondylosis|M47.1
Annen spondylose med radikulopati|M47.2
radiculopati|M47.2
spondylosis|M47.2
Annen spesifisert spondylose|M47.8
spondylosis|M47.8
Uspesifisert spondylose|M47.9
spondylosis|M47.9
Andre lidelser i ryggsøylen (columna vertebralis)|M48
Spinal stenose|M48.0
forsnevring|M48.0
stein|M48.0
Ankyloserende hyperostose [Forestiers sykdom]|M48.1
Baastrups sykdom|M48.2
Traumatisk spondylopati|M48.3
Tretthetsbrudd i ryggvirvel|M48.4
fractura|M48.4
fraktur|M48.4
Sammenfalt ryggvirvel, ikke klassifisert annet sted|M48.5
Andre spesifiserte lidelser i ryggsøylen|M48.8
Uspesifisert lidelse i ryggsøylen|M48.9
Lidelser i ryggsøylen (columna vertebralis) ved sykdommer klassifisert annet sted|M49 *
Tuberkulose i ryggvirvel (A18.0†)|M49.0 *
tbc|M49.0 *
Brucellaspondylitt (A23.-†)|M49.1 *
Enterobakteriell spondylitt (A01-A04†)|M49.2 *
Lidelse i ryggsøylen ved andre infeksjonssykdommer og parasittsykdommer klassifisert annet sted|M49.3 *
Nevrogen  lidelse i ryggsøyle|M49.4 *
neuro|M49.4 *
neurogen|M49.4 *
Sammenfalt ryggvirvel ved sykdommer klassifisert annet sted|M49.5 *
Lidelse i ryggsøylen ved andre sykdommer klassifisert annet sted|M49.8 *
Lidelser i cervikalskive|M50
Andre rygglidelser|M50-M54
dorsopati|M50-M54
Lidelse i cervikalskive, med myelopati (G99.2*)|M50.0†
Lidelse i cervikalskive, med radikulopati|M50.1
radiculopati|M50.1
Annen forskyvning av cervikalskive|M50.2
cervical spondylolistese|M50.2
deplassering|M50.2
Annen degenerativ lidelse i cervikalskive|M50.3
Andre spesifiserte lidelser i cervikalskive|M50.8
Uspesifisert lidelse i cervikalskive|M50.9
Andre lidelser i mellomvirvelskive|M51
Lidelser i lumbalskive og andre mellomvirvelskiver, med myelopati (G99.2*)|M51.0†
Lidelser i lumbalskive og andre mellomvirvelskiver, med radikulopati (G55.1*)|M51.1†
ischias|M51.1†
isjias|M51.1†
radiculopati|M51.1†
Annen spesifisert forskyvning av mellomvirvelskive|M51.2
cervikal spondylolistese|M51.2
deplassering|M51.2
spondylolistese|M51.2
Annen spesifisert degenerativ lidelse i mellomvirvelskive|M51.3
Schmorls knuter|M51.4
Andre spesifiserte lidelser i mellomvirvelskive|M51.8
Uspesifisert lidelse i mellomvirvelskive|M51.9
Andre rygglidelser, ikke klassifisert annet sted|M53
dorsopati|M53
Cervikokranialt syndrom|M53.0
Cervikobrakialt syndrom|M53.1
Spinal instabilitet|M53.2
Sakrococcygeal lidelse, ikke klassifisert annet sted|M53.3
Andre spesifiserte rygglidelser|M53.8
dorsopati|M53.8
Uspesifisert rygglidelse|M53.9
dorsopati|M53.9
Ryggsmerte|M54
dorsalgi|M54
Pannikulitt  som angår nakke- og ryggregion|M54.0
panniculitt|M54.0
Radikulopati|M54.1
radiculopati|M54.1
Smerte i hals|M54.2
Isjialgi|M54.3
Lumbago med isjialgi|M54.4
Lumbago|M54.5
Ryggsmerte i torakaldelene|M54.6
dorsalgi|M54.6
thoracal|M54.6
Annen spesifisert ryggsmerte|M54.8
dorsalgi|M54.8
Uspesifisert ryggsmerte|M54.9
dorsalgi|M54.9
Myositt (myositis)|M60
muskelbetennelse|M60
Muskelsykdommer|M60-M63
Infeksiøs myositt|M60.0
muskelbetennelse|M60.0
Interstitiell myositt|M60.1
muskelbetennelse|M60.1
Fremmedlegemegranulom i bløtvev, ikke klassifisert annet sted|M60.2
blaut|M60.2
blautvev|M60.2
bløtdel|M60.2
corpus alienum|M60.2
Annen spesifisert myositt|M60.8
muskelbetennelse|M60.8
Uspesifisert myositt|M60.9
muskelbetennelse|M60.9
Forkalkning og forbening  av muskel|M61
bein|M61
forbeining|M61
Myositis ossificans traumatica|M61.0
Myositis ossificans progressiva|M61.1
Paralytisk forkalkning og forbening av muskel|M61.2
bein|M61.2
forbeining|M61.2
Forkalkning og forbening av muskel i tilknytning til brannskade|M61.3
bein|M61.3
brannsår|M61.3
forbeining|M61.3
forbrenning|M61.3
Annen forkalkning av muskel|M61.4
Annen forbening av muskel|M61.5
bein|M61.5
forbeining|M61.5
Uspesifisert forkalkning og forbening av muskel|M61.9
bein|M61.9
forbeining|M61.9
Andre muskelsykdommer|M62
Muskeldiastase|M62.0
Annen muskelruptur (ikke-traumatisk)|M62.1
Iskemisk  infarkt i muskel|M62.2
Immobilitetssyndrom|M62.3
Kontraktur i muskel|M62.4
Muskelsvinn og -atrofi, ikke klassifisert annet sted|M62.5
svinn|M62.5
Forstrekking av muskel|M62.6
Andre spesifiserte muskelsykdommer|M62.8
rhabdomyolyse|M62.8
Uspesifiserte muskelsykdommer|M62.9
Muskelsykdommer ved sykdommer klassifisert annet sted|M63 *
Myositt ved bakteriesykdommer klassifisert annet sted|M63.0 *
muskelbetennelse|M63.0 *
Myositt ved protozosykdommer og parasittsykdommer klassifisert annet sted|M63.1 *
muskelbetennelse|M63.1 *
Myositt ved andre infeksjonssykdommer klassifisert annet sted|M63.2 *
muskelbetennelse|M63.2 *
Myositt ved sarkoidose (D86.8†)|M63.3 *
muskelbetennelse|M63.3 *
sarcoidose|M63.3 *
Andre muskelsykdommer ved sykdommer klassifisert annet sted|M63.8 *
Synovitt  og tenosynovitt|M65
betennelse i synovialhinne|M65
leddhinnebetennelse|M65
seneskjedebetennelse|M65
tendovaginitt|M65
Forstyrrelser i synovialhinne  og sene|M65-M68
Abscess i seneskjede|M65.0
Annen infeksiøs (teno)synovitt|M65.1
betennelse i synovialhinne|M65.1
leddhinnebetennelse|M65.1
Tendinitt med kalknedslag|M65.2
calcifiserende tendinitt|M65.2
kalsifiserende tendinitt|M65.2
osteotendinitt|M65.2
peritendinitt|M65.2
senebetennelse|M65.2
Triggerfinger|M65.3
Radial styloid tenosynovitt [de Quervain]|M65.4
betennelse i synovialhinne|M65.4
leddhinnebetennelse|M65.4
seneskjedebetennelse|M65.4
tendovaginitt|M65.4
Annen spesifisert synovitt og tenosynovitt|M65.8
betennelse i synovialhinne|M65.8
leddhinnebetennelse|M65.8
seneskjedebetennelse|M65.8
tendovaginitis tibialis anterior|M65.8
tendovaginitt|M65.8
Uspesifisert synovitt og tenosynovitt|M65.9
betennelse i synovialhinne|M65.9
leddhinnebetennelse|M65.9
seneskjedebetennelse|M65.9
tendovaginitt|M65.9
Spontan ruptur i synovialhinne og sene|M66
Ruptur i knehasecyste [Bakers cyste]|M66.0
Ruptur i synovialhinne|M66.1
Spontan ruptur i strekkemuskelsener|M66.2
impingement syndrome talocrurale|M66.2
Spontan ruptur i bøyemuskelsener|M66.3
flexor hallucis longus syndrom med ruptur av sene|M66.3
impingement syndrome talocrurale|M66.3
Spontan ruptur i andre sener|M66.4
Spontan ruptur i uspesifisert sene|M66.5
Andre lidelser i synovialhinne og sene|M67
Kort akillessene (ervervet)|M67.0
Annen kontraktur i sene(skjede)|M67.1
Hypertrofi av synovialhinne, ikke klassifisert annet sted|M67.2
Forbigående synovitt|M67.3
betennelse i synovialhinne|M67.3
kortvarig|M67.3
leddhinnebetennelse|M67.3
Ganglion|M67.4
Andre spesifiserte lidelser i synovialhinne og sene|M67.8
Uspesifisert lidelse i synovialhinne og sene|M67.9
Affeksjon av synovialhinne og sene ved sykdommer klassifisert annet sted|M68 *
Synovitt og tenosynovitt ved bakteriesykdommer klassifisert annet sted|M68.0 *
betennelse i synovialhinne|M68.0 *
leddhinnebetennelse|M68.0 *
seneskjedebetennelse|M68.0 *
tendovaginitt|M68.0 *
Annen affeksjon av synovialhinne og sene ved sykdommer klassifisert annet sted|M68.8 *
Bløtvevssykdommer etter bruk, overbelastning og trykk|M70
blaut|M70
blautvev|M70
bløtdel|M70
Andre bløtvevssykdommer|M70-M79
blaut|M70-M79
blautvev|M70-M79
bløtdel|M70-M79
Kronisk krepiterende synovitt i hånd og håndledd|M70.0
betennelse i synovialhinne|M70.0
leddhinnebetennelse|M70.0
Bursitt  i hånd|M70.1
betennelse i slimpose|M70.1
slimposebetennelse|M70.1
Albuespissbursitt (bursitis olecrani)|M70.2
betennelse i slimpose|M70.2
slimposebetennelse|M70.2
Annen bursitt i albue|M70.3
betennelse i slimpose|M70.3
slimposebetennelse|M70.3
Prepatellær bursitt|M70.4
betennelse i slimpose|M70.4
slimposebetennelse|M70.4
Annen bursitt i kne|M70.5
betennelse i slimpose|M70.5
slimposebetennelse|M70.5
Trokanterbursitt|M70.6
betennelse i slimpose|M70.6
slimposebetennelse|M70.6
Annen bursitt i hofte|M70.7
betennelse i slimpose|M70.7
slimposebetennelse|M70.7
Andre spesifiserte bløtvevssykdommer etter bruk, overbelastning og trykk|M70.8
blaut|M70.8
blautvev|M70.8
bløtdel|M70.8
flexor hallucis longus syndrom|M70.8
impingement syndrome talocrurale|M70.8
retinaculitis carpi|M70.8
retinaculitis tarsi|M70.8
Uspesifisert bløtvevssykdom etter bruk, overbelastning og trykk|M70.9
blaut|M70.9
blautvev|M70.9
bløtdel|M70.9
Andre lidelser i slimpose|M71
Bursitt med abscess|M71.0
betennelse i slimpose|M71.0
slimposebetennelse|M71.0
Annen infeksiøs bursitt|M71.1
betennelse i slimpose|M71.1
slimposebetennelse|M71.1
Synovialcyste i knehase [Bakers cyste]|M71.2
Annen slimposecyste|M71.3
Kalknedslag i slimpose|M71.4
Annen bursitt, ikke klassifisert annet sted|M71.5
betennelse i slimpose|M71.5
slimposebetennelse|M71.5
Andre spesifiserte lidelser i slimpose|M71.8
Uspesifisert lidelse i slimpose|M71.9
Sykdommer i fascier og annet fibrøst vev|M72
Dupuytrens kontraktur [palmar fascial fibromatose]|M72.0
Garrods puter|M72.1
Plantar fascial fibromatose|M72.2
Pseudosarkomatøs fibromatose|M72.4
coma|M72.4
Nekrotiserende fasciitt|M72.6
nekrotiserende fasciitt|M72.6
Andre spesifiserte sykdommer i fascier og annet fibrøst vev|M72.8
Uspesifisert sykdom i fascier og annet fibrøst vev|M72.9
Affeksjon av bløtvev ved sykdommer klassifisert annet sted|M73 *
blaut|M73 *
blautvev|M73 *
bløtdel|M73 *
Gonokokkbursitt (A54.4†)|M73.0 *
betennelse i slimpose|M73.0 *
gonococc|M73.0 *
slimposebetennelse|M73.0 *
Syfilitisk bursitt (A52.7†)|M73.1 *
betennelse i slimpose|M73.1 *
slimposebetennelse|M73.1 *
Annen affeksjon av bløtvev ved sykdommer klassifisert annet sted|M73.8 *
blaut|M73.8 *
blautvev|M73.8 *
bløtdel|M73.8 *
Skulderlidelser|M75
Adhesjonskapsulitt i skulder|M75.0
«Rotator cuff syndrome»|M75.1
Bicepstendinitt|M75.2
osteotendinitt|M75.2
peritendinitt|M75.2
senebetennelse|M75.2
stein|M75.2
Skuldertendinitt med kalknedslag|M75.3
calcifiserende tendinitt|M75.3
kalsifiserende tendinitt|M75.3
osteotendinitt|M75.3
peritendinitt|M75.3
senebetennelse|M75.3
«Impingement syndrome» i skulder|M75.4
Bursitt i skulder|M75.5
betennelse i slimpose|M75.5
slimposebetennelse|M75.5
Andre spesifiserte skulderlidelser|M75.8
Uspesifisert skulderlidelse|M75.9
Entesopatier (enthesopathia) i underekstremitet, unntatt fot|M76
enthesopathia|M76
Gluteal tendinitt|M76.0
osteotendinitt|M76.0
peritendinitt|M76.0
senebetennelse|M76.0
Psoastendinitt|M76.1
osteotendinitt|M76.1
peritendinitt|M76.1
senebetennelse|M76.1
stein|M76.1
Hoftekamspore|M76.2
Iliotibialbåndsyndrom|M76.3
Tibial kollateral bursitt [Pellegrini-Stieda]|M76.4
betennelse i slimpose|M76.4
slimposebetennelse|M76.4
Patellar senetendinitt|M76.5
osteotendinitt|M76.5
peritendinitt|M76.5
senebetennelse|M76.5
Akillestendinitt|M76.6
osteotendinitt|M76.6
